,titulo,url,precios
513,Notebook Lenovo I5 8gb Ram Ssd 240gb Thinkpad T470 Outlet,https://articulo.mercadolibre.com.ar/MLA-1143202035-notebook-lenovo-i5-8gb-ram-ssd-240gb-thinkpad-t470-outlet-_JM?searchVariation=174667712276#searchVariation=174667712276&position=15&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,82998 pesos
514,Notebook Dell Inspiron 5510 I7 11370h 32gb 1tb Ssd W10h,https://articulo.mercadolibre.com.ar/MLA-1115977191-notebook-dell-inspiron-5510-i7-11370h-32gb-1tb-ssd-w10h-_JM?searchVariation=174007995971#searchVariation=174007995971&position=16&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,326696 pesos
515,Notebook Lenovo Ram 4gb Ssd 240gb Thinkpad T440 Outlet Gtia,https://articulo.mercadolibre.com.ar/MLA-1143397923-notebook-lenovo-ram-4gb-ssd-240gb-thinkpad-t440-outlet-gtia-_JM?searchVariation=174683967686#searchVariation=174683967686&position=17&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,67998 pesos
516,Notebook Lenovo Celeron N4020 4gb Ssd 64gb 14  Win10 Mexx 2,https://articulo.mercadolibre.com.ar/MLA-1144899108-notebook-lenovo-celeron-n4020-4gb-ssd-64gb-14-win10-mexx-2-_JM?searchVariation=174731498016#searchVariation=174731498016&position=18&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,80969 pesos
517,Notebook Gadnic 15.6  Intel Windows 10 Cloudbook 4gb 64g Ssd,https://articulo.mercadolibre.com.ar/MLA-1116689676-notebook-gadnic-156-intel-windows-10-cloudbook-4gb-64g-ssd-_JM?searchVariation=174026622807#searchVariation=174026622807&position=19&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,64299 pesos
518,Notebook Lenovo 15.6 Amd Ryzen 5 5500u 8gb 256gb Full Hd W10,https://articulo.mercadolibre.com.ar/MLA-1151902334-notebook-lenovo-156-amd-ryzen-5-5500u-8gb-256gb-full-hd-w10-_JM?searchVariation=175354979243#searchVariation=175354979243&position=20&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,134999 pesos
519,Notebook Lenovo V15 Core I7 1165g7 Ssd 1tb 40gb Fhd,https://articulo.mercadolibre.com.ar/MLA-1108751399-notebook-lenovo-v15-core-i7-1165g7-ssd-1tb-40gb-fhd-_JM?searchVariation=173820829545#searchVariation=173820829545&position=21&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,244796 pesos
520,Notebook Asus Zenbook 13 Oled Fhd Ryzen 7 8gb 512gb Aluminio,https://articulo.mercadolibre.com.ar/MLA-1155658764-notebook-asus-zenbook-13-oled-fhd-ryzen-7-8gb-512gb-aluminio-_JM?searchVariation=175076918834#searchVariation=175076918834&position=22&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,295890 pesos
521,Notebook Lenovo Ideapad 3 14alc6 82kt00eaar,https://articulo.mercadolibre.com.ar/MLA-1135292003-notebook-lenovo-ideapad-3-14alc6-82kt00eaar-_JM?searchVariation=174466476890#searchVariation=174466476890&position=23&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,99999 pesos
522,Notebook Lenovo Thinkpad E15 Ryzen 5 5500u 16g Ssd 480gb Fhd,https://articulo.mercadolibre.com.ar/MLA-1122450820-notebook-lenovo-thinkpad-e15-ryzen-5-5500u-16g-ssd-480gb-fhd-_JM?searchVariation=174171052323#searchVariation=174171052323&position=24&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,215665 pesos
523,Notebook Asus X515ea  15.6 Core I5 1135g7 8gb 256gb Ssd,https://articulo.mercadolibre.com.ar/MLA-1131341336-notebook-asus-x515ea-156-core-i5-1135g7-8gb-256gb-ssd-_JM?searchVariation=174389440354#searchVariation=174389440354&position=25&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,149999 pesos
524,Notebook Asus Zenbook Duo I7 16 Gb 1t Win11,https://articulo.mercadolibre.com.ar/MLA-1139509393-notebook-asus-zenbook-duo-i7-16-gb-1t-win11-_JM?searchVariation=174579937523#searchVariation=174579937523&position=26&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,496999 pesos
525,Notebook Asus X515 Core I7 1165g7 36gb 1tb 15.6 Fhd W10 C,https://articulo.mercadolibre.com.ar/MLA-1120716775-notebook-asus-x515-core-i7-1165g7-36gb-1tb-156-fhd-w10-c-_JM?searchVariation=174132491325#searchVariation=174132491325&position=27&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,310496 pesos
526,Notebook Rosa Asus E410 N4020 4gb 240gb Ssd W11 14 Intel Hf,https://articulo.mercadolibre.com.ar/MLA-1137336758-notebook-rosa-asus-e410-n4020-4gb-240gb-ssd-w11-14-intel-hf-_JM?searchVariation=174512499485#searchVariation=174512499485&position=28&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,89990 pesos
527,"Notebook Dell Inspiron Amd Ryzen 7 3700u 12gb 512gb 15,6'",https://articulo.mercadolibre.com.ar/MLA-1114107394-notebook-dell-inspiron-amd-ryzen-7-3700u-12gb-512gb-156-_JM?searchVariation=173959519277#searchVariation=173959519277&position=29&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,229399 pesos
528,"Notebook gamer Lenovo IdeaPad 15ARH05  onyx black 15.6"", AMD Ryzen 5 4600H  8GB de RAM 1TB HDD 128GB SSD, NVIDIA GeForce GTX 1650 60 Hz 1920x1080px Windows 10 Home",https://www.mercadolibre.com.ar/notebook-gamer-lenovo-ideapad-15arh05-onyx-black-156-amd-ryzen-5-4600h-8gb-de-ram-1tb-hdd-128gb-ssd-nvidia-geforce-gtx-1650-60-hz-1920x1080px-windows-10-home/p/MLA18387118?pdp_filters=category:MLA1652#searchVariation=MLA18387118&position=3&search_layout=stack&type=product&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,215420 pesos
529,"Notebook EXO Smart E19 gray 14.1"", Intel Celeron N3350  4GB de RAM 64GB SSD, Intel HD Graphics 500 1920x1080px Windows 10 Home",https://www.mercadolibre.com.ar/notebook-exo-smart-e19-gray-141-intel-celeron-n3350-4gb-de-ram-64gb-ssd-intel-hd-graphics-500-1920x1080px-windows-10-home/p/MLA16368694?pdp_filters=category:MLA1652#searchVariation=MLA16368694&position=4&search_layout=stack&type=product&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,55000 pesos
530,Notebook Hp Amd Ryzen 7 5700u 16gb 512gb,https://articulo.mercadolibre.com.ar/MLA-1129830471-notebook-hp-amd-ryzen-7-5700u-16gb-512gb-_JM?searchVariation=174355699141#searchVariation=174355699141&position=32&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,235000 pesos
531,Asus Rog Strix Scar I9-12900h 16gb 1tb Rtx3080ti 16gb 17.3,https://articulo.mercadolibre.com.ar/MLA-1133827857-asus-rog-strix-scar-i9-12900h-16gb-1tb-rtx3080ti-16gb-173-_JM?searchVariation=174441357937#searchVariation=174441357937&position=33&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,839599 pesos
532,"Apple MacBook Pro (16 pulgadas, Chip M1 Pro de Apple con CPU de 10 núcleos, GPU de 16 núcleos, 16 GB RAM, 1 TB SSD) - gris espacial",https://www.mercadolibre.com.ar/apple-macbook-pro-16-pulgadas-chip-m1-pro-de-apple-con-cpu-de-10-nucleos-gpu-de-16-nucleos-16-gb-ram-1-tb-ssd-gris-espacial/p/MLA18624427?pdp_filters=category:MLA1652#searchVariation=MLA18624427&position=5&search_layout=stack&type=product&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,861520 pesos
533,Notebook Lenovo Intel I5 8gb De Ram 512 Ssd 14 Fhd Win11,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=SM73yF4Ms95plRDS0Co%2Bfjq8UMQJknljc3zk0cZLmT0OQPXEVQqC4S8PxOXC3sre3ENXIle136lTHFPGn4%2BRsRhe%2BOm4TNpYDV%2B5AlqiaYS8kgc3f3joHlPT9yulDClSQjbK8rFjvTdAbIMTCohBpjsYlYrOjVw%2FbUAI2MfEmZV2tEd2TByP0Qq8%2BN2qg3BAa%2BGdefHE9Nk5wB8JnP77S8CUHw8VQ3WGQUNENyZy2ttnCy58T%2BAfGWwA8S4CzOXBTXm9guKWOlLrVTKAKdzNNg8%2BMr74h286uNfAYsws1wQoZJynntAilhEt4XyRcCd5uZcOAap%2FcpfGJqjvFyZulTEX%2FHfI6iO8AkezZJhMXvTq56ACM3kwJo6FrdXeg8RnwSVHbZVB6w1G4I5QMGT5JMsDvIguqH0qHE%2FpksJDoIEtEwT5BhRvKLMcwzitLuJUzgB%2B5t59w6%2BqMco0b%2Fsaqfm6JNpOyRBQVweCXilr%2FbZyf9aGWHAT1wR2RtUnKiZE9yZC7tBHrys63lBsT5BKQENGastnPMneiIFY7CeX%2FhXe3NgYDtN8oUFaZtWVXZfGy4tcjKN3yR16uqs4Ka9MRVlPf1G8ftJSqG9hwC93u5uJsQfdA99LgBT45ESjxMRQYkpT2s%2BIjaX9ryBbERsKUtF8As4uu11trAp396N%2B5IPDaX2hLm57GQgQs0IRJX5m%2BITEjdEvAu%2FqmxE7h1Cbn3nssWLcwbz9x2Jw8GiPCY2YyeF1037eraqDj4X6eRVryKsQ%2BmfVW4He3Tzmj9mpswn%2Fr8JJbBYmfsPuu5PhhpNNdevSbIVQrQ%3D%3D&rb=x,149999 pesos
534,Notebook Xplode 14.1  Hd 6gb Ram 64gb Intel Windows 10 2mp,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=pNkrtsTQ7NuQZz2e1HpjofBe3gfs4aBGnxQcyco3sUIbwDDfMfPcD2oGnGdJnFfIZAHzM%2FFKsFyPuHoaPGl6n%2B1bpAM3mT%2BdeByp665eTLp0T4Mgbm0dX2m33x%2FgNKDT%2BgljPYAA8y%2BktIf26VU0BdJAtZVCL%2Fia5qx%2FGSUxhvShZCAZkyLjg2wKo5paTsXT%2BVYR6qr3vxxBcIGH%2FtT%2FA3lBAkG44CLDXFE8kftxJ%2FPvHfe3wzFmgw2tCWPolg2125pSrV93f5719PDdVbMYKULBjGiSvVhxtpUpE%2FzKHdEc%2Bwf08rj7TkXSD619IBI6GZe4cjco9s%2FmeWbxm3KGNVK3CdhHnOuScc2s0QE8E7LtKGtx2x78KPEWksODigYS8Xvv2xf9T2ViTBbfKS9y4pCg4%2B%2B%2BA8YuGSryOnTMLQKH2GUZWZlTftkzWDO5MoJ4ANfK4dg%2BLtcCpVqt50XPNxW4S0I%2FCr95cOv%2Fpo1%2BJANLMHd%2FR66liVTiBHht35QeLnHjv1x41Htf%2FsV%2BE2Zq6yKOKDLY3QtsDoTFFXYpPwT1Zy3AiXvaqnpfoxBCz3R6rBlXJIOGd0oz5bV%2FV1waWSfaoVokfv5eBZNnRMxeKXmbPpjGXf%2FQnzLaBoGuZgAfzbP1nSjvegWiYt3wTT12wCpWX1r8POVT1agRKFQUVug%2F7yWT9eGSOhS9gKbC2bpcBQSjJS5KLNq3hWX5NIIkENoSCgT8%2BU2zrVSprTWDBkbJka50C6RvUarhhULH9ygw0CZPGaAJZLRiMHEVksKdkESw4Pl0pYDgmvbHDTTyqgLUWmCmTWJG&rb=x,51000 pesos
535,Notebook Dell Vostro 3405 Amd Ryzen 5 8gb Ssd 256gb 14 Hd,https://articulo.mercadolibre.com.ar/MLA-932347957-notebook-dell-vostro-3405-amd-ryzen-5-8gb-ssd-256gb-14-hd-_JM?searchVariation=174143901507#searchVariation=174143901507&position=34&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,114599 pesos
536,Notebook Asus Vivobook  I5 8gb 512gb Ssd 15.6 Fhd Touch Cuo,https://articulo.mercadolibre.com.ar/MLA-926704243-notebook-asus-vivobook-i5-8gb-512gb-ssd-156-fhd-touch-cuo-_JM?searchVariation=88809434573#searchVariation=88809434573&position=35&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,219999 pesos
537,Notebook Hp 15 15.6  Amd Ryzen 5 5500u 8gb 256gb Fhd,https://articulo.mercadolibre.com.ar/MLA-1124254629-notebook-hp-15-156-amd-ryzen-5-5500u-8gb-256gb-fhd-_JM?searchVariation=174218186243#searchVariation=174218186243&position=36&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,138000 pesos
538,Apple Macbook Air M2 2022 8gb Ram 256gb Ssd Space Gray 13.6 ,https://articulo.mercadolibre.com.ar/MLA-1168320331-apple-macbook-air-m2-2022-8gb-ram-256gb-ssd-space-gray-136-_JM?searchVariation=175244584546#searchVariation=175244584546&position=37&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,338769 pesos
539,"Notebook Asus Vivobook I3 10ma 256gb 12gb Ram 15,6''tactil C",https://articulo.mercadolibre.com.ar/MLA-916608669-notebook-asus-vivobook-i3-10ma-256gb-12gb-ram-156tactil-c-_JM?searchVariation=173709402715#searchVariation=173709402715&position=38&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,165999 pesos
540,Notebook Lenovo Intel I3 10th 8gb Ssd 256gb 15.6 Hd Win10,https://articulo.mercadolibre.com.ar/MLA-871838519-notebook-lenovo-intel-i3-10th-8gb-ssd-256gb-156-hd-win10-_JM?searchVariation=87005722015#searchVariation=87005722015&position=39&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,140760 pesos
541,"Notebook EXO Smart E25 gray 14.1"", Intel Celeron N3350  4GB de RAM 500GB HDD, Intel HD Graphics 500 1920x1080px Windows 10 Home",https://www.mercadolibre.com.ar/notebook-exo-smart-e25-gray-141-intel-celeron-n3350-4gb-de-ram-500gb-hdd-intel-hd-graphics-500-1920x1080px-windows-10-home/p/MLA15535054?pdp_filters=category:MLA1652#searchVariation=MLA15535054&position=6&search_layout=stack&type=product&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,55000 pesos
542,Notebook Asus Vivobook Core I5 8gb 256gb Ssd 15.6 Fhd Touch,https://articulo.mercadolibre.com.ar/MLA-911744577-notebook-asus-vivobook-core-i5-8gb-256gb-ssd-156-fhd-touch-_JM?searchVariation=78673156691#searchVariation=78673156691&position=40&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,210599 pesos
543,Notebook Hp 15 15.6  Amd Ryzen 7 5700u 12gb 256gb Ssd Hd,https://articulo.mercadolibre.com.ar/MLA-1154916379-notebook-hp-15-156-amd-ryzen-7-5700u-12gb-256gb-ssd-hd-_JM?searchVariation=175067635519#searchVariation=175067635519&position=41&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,202070 pesos
544,"Notebook Lenovo Thinkpad Core I7 Ram 8gb Ssd 256gb 15,6 PuLG",https://articulo.mercadolibre.com.ar/MLA-930059980-notebook-lenovo-thinkpad-core-i7-ram-8gb-ssd-256gb-156-pulg-_JM?searchVariation=91516549172#searchVariation=91516549172&position=42&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,319999 pesos
545,"Apple MacBook Pro (14 pulgadas, Chip M1 Pro de Apple con CPU de 10 núcleos,, 16 GB RAM, 1 TB SSD) - color plata",https://www.mercadolibre.com.ar/apple-macbook-pro-14-pulgadas-chip-m1-pro-de-apple-con-cpu-de-10-nucleos-16-gb-ram-1-tb-ssd-color-plata/p/MLA18623986?pdp_filters=category:MLA1652#searchVariation=MLA18623986&position=7&search_layout=stack&type=product&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,844580 pesos
546,Notebook Asus Vivobook Core I5 12gb 512gb Ssd 15.6 Fhd Touch,https://articulo.mercadolibre.com.ar/MLA-1123501391-notebook-asus-vivobook-core-i5-12gb-512gb-ssd-156-fhd-touch-_JM?searchVariation=174201165247#searchVariation=174201165247&position=43&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,236999 pesos
547,"Notebook Asus Vivobook I3 1005g1 128gb 12gb Ram 15,6'' Touch",https://articulo.mercadolibre.com.ar/MLA-913364893-notebook-asus-vivobook-i3-1005g1-128gb-12gb-ram-156-touch-_JM?searchVariation=79657458098#searchVariation=79657458098&position=44&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,129999 pesos
548,Notebook Hp Amd Ryzen 7 5700u 16gb 512gb,https://articulo.mercadolibre.com.ar/MLA-1129873825-notebook-hp-amd-ryzen-7-5700u-16gb-512gb-_JM?searchVariation=174355723827#searchVariation=174355723827&position=45&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,284350 pesos
549,Notebook Hp Core I5 8gb Ram 256gb Ssd Intel Iris Xe Win11,https://articulo.mercadolibre.com.ar/MLA-1136759186-notebook-hp-core-i5-8gb-ram-256gb-ssd-intel-iris-xe-win11-_JM?searchVariation=174501837985#searchVariation=174501837985&position=46&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,236000 pesos
550,Notebook Bangho Max Core I3 L5 I3 15'' 8gb Ram Ssd 240gb,https://articulo.mercadolibre.com.ar/MLA-900992302-notebook-bangho-max-core-i3-l5-i3-15-8gb-ram-ssd-240gb-_JM?searchVariation=175117186001#searchVariation=175117186001&position=47&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,114999 pesos
551,Notebook Asus Vivobook I3-1115g4 128gb Ssd 4gb 15.6 Táctil,https://articulo.mercadolibre.com.ar/MLA-1121496062-notebook-asus-vivobook-i3-1115g4-128gb-ssd-4gb-156-tactil-_JM?searchVariation=174150954474#searchVariation=174150954474&position=48&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,115999 pesos
552,Notebook Lenovo Intel I5 20gb De Ram 512 Ssd 14 Fhd Win11,https://articulo.mercadolibre.com.ar/MLA-1178376551-notebook-lenovo-intel-i5-20gb-de-ram-512-ssd-14-fhd-win11-_JM?searchVariation=175353024020#searchVariation=175353024020&position=49&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,204999 pesos
553,"Notebook Asus Vivobook I3 1005g1/ 8gb/240gb/ 15,6'' Touch Cu",https://articulo.mercadolibre.com.ar/MLA-907779687-notebook-asus-vivobook-i3-1005g1-8gb240gb-156-touch-cu-_JM?searchVariation=75916890387#searchVariation=75916890387&position=50&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,164999 pesos
554,"Notebook Lenovo I3 1115g4 256gb 8gb 15,6 Fhd Táctil",https://articulo.mercadolibre.com.ar/MLA-1129656693-notebook-lenovo-i3-1115g4-256gb-8gb-156-fhd-tactil-_JM?searchVariation=175041388884#searchVariation=175041388884&position=51&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,165599 pesos
555,Notebook Westinghouse Intel 3550 4gb 128gb Ssd 15.6 Fhd,https://articulo.mercadolibre.com.ar/MLA-1150640481-notebook-westinghouse-intel-3550-4gb-128gb-ssd-156-fhd-_JM?searchVariation=174981514713#searchVariation=174981514713&position=52&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,75000 pesos
556,Notebook Lenovo Thinkpad E14 Intel I7 16gb 512gb Ssd Office,https://articulo.mercadolibre.com.ar/MLA-1139483966-notebook-lenovo-thinkpad-e14-intel-i7-16gb-512gb-ssd-office-_JM?searchVariation=174577978197#searchVariation=174577978197&position=53&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,327999 pesos
557,Apple Macbook Air M2 2022 8gb 256ssd Midnight Español,https://articulo.mercadolibre.com.ar/MLA-1158018473-apple-macbook-air-m2-2022-8gb-256ssd-midnight-espanol-_JM?searchVariation=175109522351#searchVariation=175109522351&position=54&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,365000 pesos
558,Notebook Lenovo Ideapad Flex 5 Amd R5 8gb 256gb Ssd 14 Touch,https://articulo.mercadolibre.com.ar/MLA-1161496627-notebook-lenovo-ideapad-flex-5-amd-r5-8gb-256gb-ssd-14-touch-_JM?searchVariation=175158606156#searchVariation=175158606156&position=55&search_layout=stack&type=item&tracking_id=b0845ebd-1ddb-4494-90a6-746b1a24c768,209999 pesos
559,"Notebook Bangho 15,6 Core I7 8gb 480gb Ssd Bes T5 I7 Win Pro",https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=5w1BfZNkwwKOnzvfjGw2pZj5NOMVH6K669y8%2FB%2BII968JYaYDxEGTzajLEj4uybD8E7BrfexZjhEo3rBJ1OulQt8MvxuMIyycVddt5N1Uh5rJUVD4di4bMvLtWMVRWiT0pijkWR3JpCeQKzmFX4m15x3lVcF4FUP%2FK41UCsazFq0LrJt0yHE2%2FOtypZe%2F2dM6pwOzJeObiPXeJDFGK89SvYK0QdFzIQyTkGpzk%2B3ktKmTQLUuZVFpMAFcUYyMtLsg7WJJ6UTSTT2P5MV9OPXg8h4Amp%2BMXtCbfpMJx4M41oem9P7VV2OPicdllMhIoemT2kQJjdDHlYhIrXZ7A7r7zpXHmkavsPDTQ9Ks8UbVn5f8BwOuEDpScNsp%2FK%2BnVUO0GuMbew6ipDa4nQuYvXkEEyedYfMdp30aHQ3gsVfAmPiRouUS3oOuSAVR18BRvEy3y28fjT76cXEGv9ZhgPy2Fg4SNDMewx7uLEfmSp0pSSer3VY06rUL2qvGM2jESfF8pHnntBKN3eqvg%2FX8YJQJjHPe%2BMOaFI%2F7MEkzkcx0KYsz%2B4lLm1WC%2F77RYIrtByfLBNHrtCuJDAfEb8b%2BjIjIPRh6IeGNOjxzNzVubDZQOXZhYH6rb6mlGByOS8L%2FR%2BBcTcq1KKwKWXqiNfSamy%2Btx5XoJtn4Ci2nxT1UKA%2Fg7eCKUIbLUlmZSa5kZEbkrgoKbHku7fp5QnxKFUKJeleMOPCK6s73DtHGZR9gQN73NVbZzbICilSj8bRpbr6Po0j%2Bgc%2BqwNBtLzMAzPDoMz1IsQ2HyjcsRCyR1zsVzSSuQ%3D%3D&rb=x,296999 pesos
560,Notebook Banghó Max L5 I3 15.6  Core I3 8gb 240gb Ssd Win 11,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=LIfVa24ka0y2GbxYVflASf%2FM1Wp8L%2Byh6g6ZN8Bz1%2Fk3l1ZlvjcqoZii7mC2lobSJaW2cqZB%2Fit9pwP1iOAUl2wOI5JUcPDpThxGjiVOjRWHUecZ0d1y7DUkQywFzJaSZhtTdM9mKFE1dDvDf858mV9qBIAZIqmvBit1iC8rXU9SFjr5ATz4Q1XCEWWKnt8LyJkXVWQ6mbaBZL8l6x1XSAkxng7powR6rfC1DEOi2ymTodXuipktXWewufdMtN%2Bar4N1OWKqgLIHL%2B4Vp3fkMRfvp5zSheqy7CxOzV%2BVF6nUujxWeQsbRA3sQHGIiM8oDWxZOsi1N%2FEICpIV1OxR7u7%2FAmM020eOLwiVXN%2Bi%2F31m%2FPjQdVUbyh%2FhcTHqR3J%2FkoVk6%2F8mCBlZ868f1jzFtKu8ezDZkYgK3T3LfmRgzN9kTa%2Fp3KLIgnBPPtAJj8EgBAABhuwfBP%2FaLBRfrRguWn5UJoHlAp9%2BaTXtCFSMHmZdb9LyX2u0Ph0dGu%2BmCUDtgSXcRoQdQsJ%2BGRb5Ro6YzuVU00d9xHKxkWN2Ly0OgG79nfjRnLT0ZvUXjZaLN21o%2FqaqhYkgG61do6zvUgf%2BnKe05bjGjQjTVdNHBUW65fS4ebF%2FYaZ%2B2HjV%2FZLi1Xwgfm1fm12EzeFATZs1REFdl37UQ9Y3rXxaKPAboj8vkJfK1UMkndNpLXbz2PvQERa%2BVV8ovTflcy4vvoOlXidGg3OBo9gnDT6NdLLvMYnCA0MjG4obmd2GC13XnX2fL07NRHgoqmRBLPTTRX%2B%2FhLvWdqdlN6xmlhJBYl2pbxky3w%3D%3D&rb=x,155699 pesos
561,"Notebook HP 348 G7 plata 14"", Intel Core i5 10210U  4GB de RAM 1TB HDD, Intel UHD Graphics 620 60 Hz 1920x1080px Windows 10 Pro",https://www.mercadolibre.com.ar/notebook-hp-348-g7-plata-14-intel-core-i5-10210u-4gb-de-ram-1tb-hdd-intel-uhd-graphics-620-60-hz-1920x1080px-windows-10-pro/p/MLA17330847?pdp_filters=category:MLA1652#searchVariation=MLA17330847&position=3&search_layout=stack&type=product&tracking_id=62f72fab-4736-4e75-b38d-dc207a8b9df9,142498 pesos
562,"Notebook Bangho 15,6 Core I7 8gb 480gb Ssd Bes T5 I7 Win Pro",https://articulo.mercadolibre.com.ar/MLA-918510939-notebook-bangho-156-core-i7-8gb-480gb-ssd-bes-t5-i7-win-pro-_JM?searchVariation=83255018145#searchVariation=83255018145&position=11&search_layout=stack&type=item&tracking_id=62f72fab-4736-4e75-b38d-dc207a8b9df9,296999 pesos
563,"Notebook Lenovo I3 11va Gen 15,6  8gb 256ssd W11 Tocuh New",https://articulo.mercadolibre.com.ar/MLA-1161052619-notebook-lenovo-i3-11va-gen-156-8gb-256ssd-w11-tocuh-new-_JM?searchVariation=175152587771#searchVariation=175152587771&position=12&search_layout=stack&type=item&tracking_id=62f72fab-4736-4e75-b38d-dc207a8b9df9,123699 pesos
564,Notebook Lenovo Thinkpad E15 Gen2 I5 113567 16gb 500gb Ssd ,https://articulo.mercadolibre.com.ar/MLA-1121013046-notebook-lenovo-thinkpad-e15-gen2-i5-113567-16gb-500gb-ssd-_JM?searchVariation=174137103602#searchVariation=174137103602&position=13&search_layout=stack&type=item&tracking_id=62f72fab-4736-4e75-b38d-dc207a8b9df9,299999 pesos
565,"Notebook Asus Vivobook I3 1005g1 128gb 4gb15,6'' Touchscreen",https://articulo.mercadolibre.com.ar/MLA-900445090-notebook-asus-vivobook-i3-1005g1-128gb-4gb156-touchscreen-_JM?searchVariation=70294997742#searchVariation=70294997742&position=14&search_layout=stack&type=item&tracking_id=62f72fab-4736-4e75-b38d-dc207a8b9df9,115999 pesos
